,file,object,Has Metadata record,In Merritt
4583,0002.06.2713.02,0002.06.2713,Yes,No
4584,0002.06.2714.01,0002.06.2714,Yes,No
4585,0002.06.2714.02,0002.06.2714,Yes,No
4586,0002.06.2715.01,0002.06.2715,Yes,No
4587,0002.06.2715.02,0002.06.2715,Yes,No
4588,0002.06.2716.01,0002.06.2716,Yes,No
4589,0002.06.2716.02,0002.06.2716,Yes,No
4590,0002.06.2717.01,0002.06.2717,Yes,No
4591,0002.06.2717.02,0002.06.2717,Yes,No
4592,0002.06.2718.01,0002.06.2718,Yes,No
4593,0002.06.2718.02,0002.06.2718,Yes,No
4594,0002.06.2719.01,0002.06.2719,Yes,No
4595,0002.06.2719.02,0002.06.2719,Yes,No
4596,0002.06.2720.01,0002.06.2720,Yes,No
4597,0002.06.2720.02,0002.06.2720,Yes,No
4598,0002.06.2721.01,0002.06.2721,Yes,No
4599,0002.06.2721.02,0002.06.2721,Yes,No
4600,0002.06.2722.01,0002.06.2722,Yes,No
4601,0002.06.2722.02,0002.06.2722,Yes,No
4602,0002.06.2723.01,0002.06.2723,Yes,No
4603,0002.06.2723.02,0002.06.2723,Yes,No
4604,0002.06.2724.01,0002.06.2724,Yes,No
4605,0002.06.2724.02,0002.06.2724,Yes,No
4606,0002.06.2725.01,0002.06.2725,Yes,No
4607,0002.06.2725.02,0002.06.2725,Yes,No
4608,0002.06.2726.01,0002.06.2726,Yes,No
4609,0002.06.2726.02,0002.06.2726,Yes,No
4610,0002.06.2727.01,0002.06.2727,Yes,No
4611,0002.06.2727.02,0002.06.2727,Yes,No
4612,0002.06.2728.01,0002.06.2728,Yes,No
4613,0002.06.2728.02,0002.06.2728,Yes,No
4614,0002.06.2729.01,0002.06.2729,Yes,No
4615,0002.06.2729.02,0002.06.2729,Yes,No
4616,0002.06.2730.01,0002.06.2730,Yes,No
4617,0002.06.2730.02,0002.06.2730,Yes,No
4618,0002.06.2731,0002.06.2731,Yes,No
4619,0002.06.2732,0002.06.2732,Yes,No
4620,0002.06.2733.01,0002.06.2733,Yes,No
4621,0002.06.2733.02,0002.06.2733,Yes,No
4622,0002.06.2734.01,0002.06.2734,Yes,No
4623,0002.06.2734.02,0002.06.2734,Yes,No
4624,0002.06.2735,0002.06.2735,Yes,No
4625,0002.06.2736,0002.06.2736,Yes,No
4626,0002.06.2737.01,0002.06.2737,Yes,No
4627,0002.06.2737.02,0002.06.2737,Yes,No
4628,0002.06.2738.01,0002.06.2738,Yes,No
4629,0002.06.2738.02,0002.06.2738,Yes,No
4630,0002.06.2739.01,0002.06.2739,Yes,No
4631,0002.06.2739.02,0002.06.2739,Yes,No
4632,0002.06.2740.01,0002.06.2740,Yes,No
4633,0002.06.2740.02,0002.06.2740,Yes,No
4634,0002.06.2741.01,0002.06.2741,Yes,No
4635,0002.06.2741.02,0002.06.2741,Yes,No
4636,0002.06.2742.01,0002.06.2742,Yes,No
4637,0002.06.2742.02,0002.06.2742,Yes,No
4638,0002.06.2743.01,0002.06.2743,Yes,No
4639,0002.06.2743.02,0002.06.2743,Yes,No
4640,0002.06.2744.01,0002.06.2744,Yes,No
4641,0002.06.2744.02,0002.06.2744,Yes,No
4642,0002.06.2745.01,0002.06.2745,Yes,No
4643,0002.06.2745.02,0002.06.2745,Yes,No
4644,0002.06.2746.01,0002.06.2746,Yes,No
4645,0002.06.2746.02,0002.06.2746,Yes,No
4646,0002.06.2747.01,0002.06.2747,Yes,No
4647,0002.06.2747.02,0002.06.2747,Yes,No
4648,0002.06.2748.01,0002.06.2748,Yes,No
4649,0002.06.2748.02,0002.06.2748,Yes,No
4650,0002.06.2749.01,0002.06.2749,Yes,No
4651,0002.06.2749.02,0002.06.2749,Yes,No
4652,0002.06.2750.01,0002.06.2750,Yes,No
4653,0002.06.2750.02,0002.06.2750,Yes,No
4654,0002.06.2751,0002.06.2751,Yes,No
4655,0002.06.2752.01,0002.06.2752,Yes,No
4656,0002.06.2752.02,0002.06.2752,Yes,No
4657,0002.06.2753.01,0002.06.2753,Yes,No
4658,0002.06.2753.02,0002.06.2753,Yes,No
4659,0002.06.2754,0002.06.2754,Yes,No
4660,0002.06.2755.01,0002.06.2755,Yes,No
4661,0002.06.2755.02,0002.06.2755,Yes,No
4662,0002.06.2756.01,0002.06.2756,Yes,No
4663,0002.06.2756.02,0002.06.2756,Yes,No
4664,0002.06.2757.01,0002.06.2757,Yes,No
4665,0002.06.2757.02,0002.06.2757,Yes,No
4666,0002.06.2758.01,0002.06.2758,Yes,No
4667,0002.06.2758.02,0002.06.2758,Yes,No
4668,0002.06.2759.01,0002.06.2759,Yes,No
4669,0002.06.2759.02,0002.06.2759,Yes,No
4670,0002.06.2760.01,0002.06.2760,Yes,No
4671,0002.06.2760.02,0002.06.2760,Yes,No
4672,0002.06.2761.01,0002.06.2761,Yes,No
4673,0002.06.2761.02,0002.06.2761,Yes,No
4674,0002.06.2762.01,0002.06.2762,Yes,No
4675,0002.06.2762.02,0002.06.2762,Yes,No
4676,0002.06.2763.01,0002.06.2763,Yes,No
4677,0002.06.2763.02,0002.06.2763,Yes,No
4678,0002.06.2764.01,0002.06.2764,Yes,No
4679,0002.06.2764.02,0002.06.2764,Yes,No
4680,0002.06.2765.01,0002.06.2765,Yes,No
4681,0002.06.2765.02,0002.06.2765,Yes,No
4682,0002.06.2766.01,0002.06.2766,Yes,No
4683,0002.06.2766.02,0002.06.2766,Yes,No
4684,0002.06.2767.01,0002.06.2767,Yes,No
4685,0002.06.2767.02,0002.06.2767,Yes,No
4686,0002.06.2768.01,0002.06.2768,Yes,No
4687,0002.06.2768.02,0002.06.2768,Yes,No
4688,0002.06.2769.01,0002.06.2769,Yes,No
4689,0002.06.2769.02,0002.06.2769,Yes,No
4690,0002.06.2770.01,0002.06.2770,Yes,No
4691,0002.06.2770.02,0002.06.2770,Yes,No
4692,0002.06.2771.01,0002.06.2771,Yes,No
4693,0002.06.2771.02,0002.06.2771,Yes,No
4694,0002.06.2772.01,0002.06.2772,Yes,No
4695,0002.06.2772.02,0002.06.2772,Yes,No
4696,0002.06.2773.01,0002.06.2773,Yes,No
4697,0002.06.2773.02,0002.06.2773,Yes,No
4698,0002.06.2774.01,0002.06.2774,Yes,No
4699,0002.06.2774.02,0002.06.2774,Yes,No
4700,0002.06.2775.01,0002.06.2775,Yes,No
4701,0002.06.2775.02,0002.06.2775,Yes,No
4702,0002.06.2776.01,0002.06.2776,Yes,No
4703,0002.06.2776.02,0002.06.2776,Yes,No
4704,0002.06.2777.01,0002.06.2777,Yes,No
4705,0002.06.2777.02,0002.06.2777,Yes,No
4706,0002.06.2778.01,0002.06.2778,Yes,No
4707,0002.06.2778.02,0002.06.2778,Yes,No
4708,0002.06.2779.01,0002.06.2779,Yes,No
4709,0002.06.2779.02,0002.06.2779,Yes,No
4710,0002.06.2780.01,0002.06.2780,Yes,No
4711,0002.06.2780.02,0002.06.2780,Yes,No
4712,0002.06.2781,0002.06.2781,Yes,No
4713,0002.06.2782.01,0002.06.2782,Yes,No
4714,0002.06.2782.02,0002.06.2782,Yes,No
4715,0002.06.2783.01,0002.06.2783,Yes,No
4716,0002.06.2783.02,0002.06.2783,Yes,No
4717,0002.06.2784.01,0002.06.2784,Yes,No
4718,0002.06.2784.02,0002.06.2784,Yes,No
4719,0002.06.2785.01,0002.06.2785,Yes,No
4720,0002.06.2785.02,0002.06.2785,Yes,No
4721,0002.06.2786,0002.06.2786,Yes,No
4722,0002.06.2787.01,0002.06.2787,Yes,No
4723,0002.06.2787.02,0002.06.2787,Yes,No
4724,0002.06.2788.01,0002.06.2788,Yes,No
4725,0002.06.2788.02,0002.06.2788,Yes,No
4726,0002.06.2788.03,0002.06.2788,Yes,No
4727,0002.06.2788.04,0002.06.2788,Yes,No
4728,0002.06.2788.05,0002.06.2788,Yes,No
4729,0002.06.2788.06,0002.06.2788,Yes,No
4730,0002.06.2788.07,0002.06.2788,Yes,No
4731,0002.06.2788.08,0002.06.2788,Yes,No
4732,0002.06.2788.09,0002.06.2788,Yes,No
4733,0002.06.2788.10,0002.06.2788,Yes,No
4734,0002.06.2789.01,0002.06.2789,Yes,No
4735,0002.06.2789.02,0002.06.2789,Yes,No
4736,0002.06.2789.03,0002.06.2789,Yes,No
4737,0002.06.2789.04,0002.06.2789,Yes,No
4738,0002.06.2789.05,0002.06.2789,Yes,No
4739,0002.06.2789.06,0002.06.2789,Yes,No
4740,0002.06.2789.07,0002.06.2789,Yes,No
4741,0002.06.2789.08,0002.06.2789,Yes,No
4742,0002.06.2790.01,0002.06.2790,Yes,No
4743,0002.06.2790.02,0002.06.2790,Yes,No
4744,0002.06.2791.01,0002.06.2791,Yes,No
4745,0002.06.2791.02,0002.06.2791,Yes,No
4746,0002.06.2792.01,0002.06.2792,Yes,No
4747,0002.06.2792.02,0002.06.2792,Yes,No
4748,0002.06.2793.01,0002.06.2793,Yes,No
4749,0002.06.2793.02,0002.06.2793,Yes,No
4750,0002.06.2794.01,0002.06.2794,Yes,No
4751,0002.06.2794.02,0002.06.2794,Yes,No
4752,0002.06.2795.01,0002.06.2795,Yes,No
4753,0002.06.2795.02,0002.06.2795,Yes,No
4754,0002.06.2796.01,0002.06.2796,Yes,No
4755,0002.06.2796.02,0002.06.2796,Yes,No
4756,0002.06.2797.01,0002.06.2797,Yes,No
4757,0002.06.2797.02,0002.06.2797,Yes,No
4758,0002.06.2798.01,0002.06.2798,Yes,No
4759,0002.06.2798.02,0002.06.2798,Yes,No
4760,0002.06.2799.01,0002.06.2799,Yes,No
4761,0002.06.2799.02,0002.06.2799,Yes,No
4762,0002.06.2800.01,0002.06.2800,Yes,No
4763,0002.06.2800.02,0002.06.2800,Yes,No
4764,0002.06.2801.01,0002.06.2801,Yes,No
4765,0002.06.2801.02,0002.06.2801,Yes,No
4766,0002.06.2802,0002.06.2802,Yes,No
4767,0002.06.2803,0002.06.2803,Yes,No
4768,0002.06.2804,0002.06.2804,Yes,No
4769,0002.06.2805,0002.06.2805,Yes,No
4770,0002.06.2806,0002.06.2806,Yes,No
4771,0002.06.2807,0002.06.2807,Yes,No
4772,0002.06.2808,0002.06.2808,Yes,No
4773,0002.06.2809.01,0002.06.2809,Yes,No
4774,0002.06.2809.02,0002.06.2809,Yes,No
4775,0002.06.2810,0002.06.2810,Yes,No
4776,0002.06.2811.01,0002.06.2811,Yes,No
4777,0002.06.2811.02,0002.06.2811,Yes,No
4778,0002.06.2812,0002.06.2812,Yes,No
4779,0002.06.2813,0002.06.2813,Yes,No
4780,0002.06.2814,0002.06.2814,Yes,No
4781,0002.06.2815,0002.06.2815,Yes,No
4782,0002.06.2816,0002.06.2816,Yes,No
4783,0002.06.2817,0002.06.2817,Yes,No
4784,0002.06.2818,0002.06.2818,Yes,No
4785,0002.06.2819,0002.06.2819,Yes,No
4786,0002.06.2820,0002.06.2820,Yes,No
4787,0002.06.2821,0002.06.2821,Yes,No
4788,0002.06.2822,0002.06.2822,Yes,No
4789,0002.06.2823,0002.06.2823,Yes,No
4790,0002.06.2824,0002.06.2824,Yes,No
4791,0002.06.2825,0002.06.2825,Yes,No
4792,0002.06.2826,0002.06.2826,Yes,No
4793,0002.06.2827,0002.06.2827,Yes,No
4794,0002.06.2828,0002.06.2828,Yes,No
4795,0002.06.2829,0002.06.2829,Yes,No
4796,0002.06.2830,0002.06.2830,Yes,No
4797,0002.06.2831,0002.06.2831,Yes,No
4798,0002.06.2832,0002.06.2832,Yes,No
4799,0002.06.2833,0002.06.2833,Yes,No
4800,0002.06.2834,0002.06.2834,Yes,No
4801,0002.06.2835,0002.06.2835,Yes,No
4802,0002.06.2836,0002.06.2836,Yes,No
4803,0002.06.2837,0002.06.2837,Yes,No
4804,0002.06.2838,0002.06.2838,Yes,No
4805,0002.06.2839,0002.06.2839,Yes,No
4806,0002.06.2840,0002.06.2840,Yes,No
4807,0002.06.2841,0002.06.2841,Yes,No
4808,0002.06.2842,0002.06.2842,Yes,No
4809,0002.06.2843,0002.06.2843,Yes,No
4810,0002.06.2844,0002.06.2844,Yes,No
4811,0002.06.2845,0002.06.2845,Yes,No
4812,0002.06.2846,0002.06.2846,Yes,No
4813,0002.06.2847,0002.06.2847,Yes,No
4814,0002.06.2848,0002.06.2848,Yes,No
4815,0002.06.2849,0002.06.2849,Yes,No
4816,0002.06.2850,0002.06.2850,Yes,No
4817,0002.06.2851,0002.06.2851,Yes,No
4818,0002.06.2852,0002.06.2852,Yes,No
4819,0002.06.2853,0002.06.2853,Yes,No
4820,0002.06.2854,0002.06.2854,Yes,No
4821,0002.06.2855,0002.06.2855,Yes,No
4822,0002.06.2856,0002.06.2856,Yes,No
4823,0002.06.2857,0002.06.2857,Yes,No
4824,0002.06.2858,0002.06.2858,Yes,No
4825,0002.06.2859,0002.06.2859,Yes,No
4826,0002.06.2860,0002.06.2860,Yes,No
4827,0002.06.2861,0002.06.2861,Yes,No
4828,0002.06.2862,0002.06.2862,Yes,No
4829,0002.06.2863,0002.06.2863,Yes,No
4830,0002.06.2864,0002.06.2864,Yes,No
4831,0002.06.2865,0002.06.2865,Yes,No
4832,0002.06.2866,0002.06.2866,Yes,No
4833,0002.06.2867,0002.06.2867,Yes,No
4834,0002.06.2868,0002.06.2868,Yes,No
4835,0002.06.2869,0002.06.2869,Yes,No
4836,0002.06.2870,0002.06.2870,Yes,No
4837,0002.06.2871,0002.06.2871,Yes,No
4838,0002.06.2872,0002.06.2872,Yes,No
4839,0002.06.2873,0002.06.2873,Yes,No
4840,0002.06.2874,0002.06.2874,Yes,No
4841,0002.06.2875,0002.06.2875,Yes,No
4842,0002.06.2876,0002.06.2876,Yes,No
4843,0002.06.2877,0002.06.2877,Yes,No
4844,0002.06.2878,0002.06.2878,Yes,No
4845,0002.06.2879.01,0002.06.2879,Yes,No
4846,0002.06.2879.02,0002.06.2879,Yes,No
4847,0002.06.2880,0002.06.2880,Yes,No
4848,0002.06.2881,0002.06.2881,Yes,No
4849,0002.06.2882,0002.06.2882,Yes,No
4850,0002.06.2883,0002.06.2883,Yes,No
4851,0002.06.2884,0002.06.2884,Yes,No
4852,0002.06.2885,0002.06.2885,Yes,No
4853,0002.06.2886,0002.06.2886,Yes,No
4854,0002.06.2887,0002.06.2887,Yes,No
4855,0002.06.2888,0002.06.2888,Yes,No
4856,0002.06.2889,0002.06.2889,Yes,No
4857,0002.06.2890,0002.06.2890,Yes,No
4858,0002.06.2891,0002.06.2891,Yes,No
4859,0002.06.2892,0002.06.2892,Yes,No
4860,0002.06.2893,0002.06.2893,Yes,No
4861,0002.06.2894,0002.06.2894,Yes,No
4862,0002.06.2895,0002.06.2895,Yes,No
4863,0002.06.2896,0002.06.2896,Yes,No
4864,0002.06.2897,0002.06.2897,Yes,No
4865,0002.06.2898,0002.06.2898,Yes,No
4866,0002.06.2899,0002.06.2899,Yes,No
4867,0002.06.2900,0002.06.2900,Yes,No
4868,0002.06.2901,0002.06.2901,Yes,No
4869,0002.06.2902,0002.06.2902,Yes,No
4870,0002.06.2903,0002.06.2903,Yes,No
4871,0002.06.2904.01,0002.06.2904,Yes,No
4872,0002.06.2904.02,0002.06.2904,Yes,No
4873,0002.06.2905.01,0002.06.2905,Yes,No
4874,0002.06.2905.02,0002.06.2905,Yes,No
4875,0002.06.2906,0002.06.2906,Yes,No
4876,0002.06.2907.01,0002.06.2907,Yes,No
4877,0002.06.2907.02,0002.06.2907,Yes,No
4878,0002.06.2908.01,0002.06.2908,Yes,No
4879,0002.06.2908.02,0002.06.2908,Yes,No
4880,0002.06.2909,0002.06.2909,Yes,No
4881,0002.06.2910,0002.06.2910,Yes,No
4882,0002.06.2911,0002.06.2911,Yes,No
4883,0002.06.2912,0002.06.2912,Yes,No
4884,0002.06.2913,0002.06.2913,Yes,No
4885,0002.06.2914,0002.06.2914,Yes,No
4886,0002.06.2915,0002.06.2915,Yes,No
4887,0002.06.2916,0002.06.2916,Yes,No
4888,0002.06.2917,0002.06.2917,Yes,No
4889,0002.06.2918,0002.06.2918,Yes,No
4890,0002.06.2919,0002.06.2919,Yes,No
4891,0002.06.2920,0002.06.2920,Yes,No
4892,0002.06.2921,0002.06.2921,Yes,No
4893,0002.06.2922,0002.06.2922,Yes,No
4894,0002.06.2923,0002.06.2923,Yes,No
4895,0002.06.2924,0002.06.2924,Yes,No
4896,0002.06.2925,0002.06.2925,Yes,No
4897,0002.06.2926,0002.06.2926,Yes,No
4898,0002.06.2927,0002.06.2927,Yes,No
4899,0002.06.2928,0002.06.2928,Yes,No
4900,0002.06.2929,0002.06.2929,Yes,No
4901,0002.06.2930.01,0002.06.2930,Yes,No
4902,0002.06.2930.02,0002.06.2930,Yes,No
4903,0002.06.2931,0002.06.2931,Yes,No
4904,0002.06.2932,0002.06.2932,Yes,No
4905,0002.06.2933,0002.06.2933,Yes,No
4906,0002.06.2934,0002.06.2934,Yes,No
4907,0002.06.2935,0002.06.2935,Yes,No
4908,0002.06.2936,0002.06.2936,Yes,No
4909,0002.06.2937,0002.06.2937,Yes,No
4910,0002.06.2938,0002.06.2938,Yes,No
4911,0002.06.2939,0002.06.2939,Yes,No
4912,0002.06.2940,0002.06.2940,Yes,No
4913,0002.06.2941,0002.06.2941,Yes,No
4914,0002.06.2942,0002.06.2942,Yes,No
4915,0002.06.2943,0002.06.2943,Yes,No
4916,0002.06.2944,0002.06.2944,Yes,No
4917,0002.06.2945,0002.06.2945,Yes,No
4918,0002.06.2946,0002.06.2946,Yes,No
4919,0002.06.2947,0002.06.2947,Yes,No
4920,0002.06.2948,0002.06.2948,Yes,No
4921,0002.06.2949,0002.06.2949,Yes,No
4922,0002.06.2950,0002.06.2950,Yes,No
4923,0002.06.2951,0002.06.2951,Yes,No
4924,0002.06.2952,0002.06.2952,Yes,No
4925,0002.06.2953,0002.06.2953,Yes,No
4926,0002.06.2954,0002.06.2954,Yes,No
4927,0002.06.2955,0002.06.2955,Yes,No
4928,0002.06.2956,0002.06.2956,Yes,No
4929,0002.06.2957,0002.06.2957,Yes,No
4930,0002.06.2958,0002.06.2958,Yes,No
4931,0002.06.2959,0002.06.2959,Yes,No
4932,0002.06.2960,0002.06.2960,Yes,No
4933,0002.06.2961,0002.06.2961,Yes,No
4934,0002.06.2962,0002.06.2962,Yes,No
4935,0002.06.2963,0002.06.2963,Yes,No
4936,0002.06.2964,0002.06.2964,Yes,No
4937,0002.06.2965,0002.06.2965,Yes,No
4938,0002.06.2966,0002.06.2966,Yes,No
4939,0002.06.2967,0002.06.2967,Yes,No
4940,0002.06.2968,0002.06.2968,Yes,No
4941,0002.06.2969,0002.06.2969,Yes,No
4942,0002.06.2970,0002.06.2970,Yes,No
4943,0002.06.2971,0002.06.2971,Yes,No
4944,0002.06.2972,0002.06.2972,Yes,No
4945,0002.06.2973,0002.06.2973,Yes,No
4946,0002.06.2974,0002.06.2974,Yes,No
4947,0002.06.2975,0002.06.2975,Yes,No
4948,0002.06.2976,0002.06.2976,Yes,No
4949,0002.06.2977,0002.06.2977,Yes,No
4950,0002.06.2978,0002.06.2978,Yes,No
4951,0002.06.2979,0002.06.2979,Yes,No
4952,0002.06.2980,0002.06.2980,Yes,No
4953,0002.06.2981,0002.06.2981,Yes,No
4954,0002.06.2982,0002.06.2982,Yes,No
4955,0002.06.2983,0002.06.2983,Yes,No
4956,0002.06.2984,0002.06.2984,Yes,No
4957,0002.06.2985,0002.06.2985,Yes,No
4958,0002.06.2986,0002.06.2986,Yes,No
4959,0002.06.2987,0002.06.2987,Yes,No
4960,0002.06.2988,0002.06.2988,Yes,No
4961,0002.06.2989,0002.06.2989,Yes,No
4962,0002.06.2990,0002.06.2990,Yes,No
4963,0002.06.2991,0002.06.2991,Yes,No
4964,0002.06.2992.01,0002.06.2992,Yes,No
4965,0002.06.2992.02,0002.06.2992,Yes,No
4966,0002.06.2993.01,0002.06.2993,Yes,No
4967,0002.06.2993.02,0002.06.2993,Yes,No
4968,0002.06.2994,0002.06.2994,Yes,No
4969,0002.06.2995,0002.06.2995,Yes,No
4970,0002.06.2996,0002.06.2996,Yes,No
4971,0002.06.2997,0002.06.2997,Yes,No
4972,0002.06.2998,0002.06.2998,Yes,No
4973,0002.06.2999,0002.06.2999,Yes,No
4974,0002.06.3000,0002.06.3000,Yes,No
4975,0002.06.3001,0002.06.3001,Yes,No
4976,0002.06.3002,0002.06.3002,Yes,No
4977,0002.06.3003,0002.06.3003,Yes,No
4978,0002.06.3004,0002.06.3004,Yes,No
4979,0002.06.3005,0002.06.3005,Yes,No
4980,0002.06.3006,0002.06.3006,Yes,No
4981,0002.06.3007,0002.06.3007,Yes,No
4982,0002.06.3008,0002.06.3008,Yes,No
4983,0002.06.3009,0002.06.3009,Yes,No
4984,0002.06.3010,0002.06.3010,Yes,No
4985,0002.06.3011,0002.06.3011,Yes,No
4986,0002.06.3012,0002.06.3012,Yes,No
4987,0002.06.3013,0002.06.3013,Yes,No
4988,0002.06.3014,0002.06.3014,Yes,No
4989,0002.06.3015,0002.06.3015,Yes,No
4990,0002.06.3016,0002.06.3016,Yes,No
4991,0002.06.3017,0002.06.3017,Yes,No
4992,0002.06.3018,0002.06.3018,Yes,No
4993,0002.06.3019,0002.06.3019,Yes,No
4994,0002.06.3020,0002.06.3020,Yes,No
4995,0002.06.3021,0002.06.3021,Yes,No
4996,0002.06.3022,0002.06.3022,Yes,No
4997,0002.06.3023,0002.06.3023,Yes,No
4998,0002.06.3024,0002.06.3024,Yes,No
4999,0002.06.3025,0002.06.3025,Yes,No
5000,0002.06.3026,0002.06.3026,Yes,No
5001,0002.06.3027,0002.06.3027,Yes,No
5002,0002.06.3028,0002.06.3028,Yes,No
5003,0002.06.3029,0002.06.3029,Yes,No
5004,0002.06.3030,0002.06.3030,Yes,No
5005,0002.06.3031,0002.06.3031,Yes,No
5006,0002.06.3032,0002.06.3032,Yes,No
5007,0002.06.3033,0002.06.3033,Yes,No
5008,0002.06.3034,0002.06.3034,Yes,No
5009,0002.06.3035,0002.06.3035,Yes,No
5010,0002.06.3036,0002.06.3036,Yes,No
5011,0002.06.3037,0002.06.3037,Yes,No
5012,0002.06.3038,0002.06.3038,Yes,No
5013,0002.06.3039,0002.06.3039,Yes,No
5014,0002.06.3040,0002.06.3040,Yes,No
5015,0002.06.3041,0002.06.3041,Yes,No
5016,0002.06.3042.01,0002.06.3042,Yes,No
5017,0002.06.3042.02,0002.06.3042,Yes,No
5018,0002.06.3043.01,0002.06.3043,Yes,No
5019,0002.06.3043.02,0002.06.3043,Yes,No
5020,0002.06.3044.01,0002.06.3044,Yes,No
5021,0002.06.3044.02,0002.06.3044,Yes,No
5022,0002.06.3045.01,0002.06.3045,Yes,No
5023,0002.06.3045.02,0002.06.3045,Yes,No
5024,0002.06.3046.01,0002.06.3046,Yes,No
5025,0002.06.3046.02,0002.06.3046,Yes,No
5026,0002.06.3047,0002.06.3047,Yes,No
5027,0002.06.3048,0002.06.3048,Yes,No
5028,0002.06.3049,0002.06.3049,Yes,No
5029,0002.06.3050.01,0002.06.3050,Yes,No
5030,0002.06.3050.02,0002.06.3050,Yes,No
5031,0002.06.3051,0002.06.3051,Yes,No
5032,0002.06.3052,0002.06.3052,Yes,No
5033,0002.06.3053,0002.06.3053,Yes,No
5034,0002.06.3054,0002.06.3054,Yes,No
5035,0002.06.3055,0002.06.3055,Yes,No
5036,0002.06.3056,0002.06.3056,Yes,No
5037,0002.06.3057,0002.06.3057,Yes,No
5038,0002.06.3058,0002.06.3058,Yes,No
5039,0002.06.3059,0002.06.3059,Yes,No
5040,0002.06.3060,0002.06.3060,Yes,No
5041,0002.06.3061,0002.06.3061,Yes,No
5042,0002.06.3062,0002.06.3062,Yes,No
5043,0002.06.3063,0002.06.3063,Yes,No
5044,0002.06.3064,0002.06.3064,Yes,No
5045,0002.06.3065,0002.06.3065,Yes,No
5046,0002.06.3066,0002.06.3066,Yes,No
5047,0002.06.3067,0002.06.3067,Yes,No
5048,0002.06.3068,0002.06.3068,Yes,No
5049,0002.06.3069.01,0002.06.3069,Yes,No
5050,0002.06.3069.02,0002.06.3069,Yes,No
5051,0002.06.3070.01,0002.06.3070,Yes,No
5052,0002.06.3070.02,0002.06.3070,Yes,No
5053,0002.06.3071,0002.06.3071,Yes,No
5054,0002.06.3072,0002.06.3072,Yes,No
5055,0002.06.3073,0002.06.3073,Yes,No
5056,0002.06.3074,0002.06.3074,Yes,No
5057,0002.06.3075,0002.06.3075,Yes,No
5058,0002.06.3076,0002.06.3076,Yes,No
5059,0002.06.3077.01,0002.06.3077,Yes,No
5060,0002.06.3077.02,0002.06.3077,Yes,No
5061,0002.06.3078.01,0002.06.3078,Yes,No
5062,0002.06.3078.02,0002.06.3078,Yes,No
5063,0002.06.3079.01,0002.06.3079,Yes,No
5064,0002.06.3079.02,0002.06.3079,Yes,No
5065,0002.06.3080.01,0002.06.3080,Yes,No
5066,0002.06.3080.02,0002.06.3080,Yes,No
5067,0002.06.3081.01,0002.06.3081,Yes,No
5068,0002.06.3081.02,0002.06.3081,Yes,No
5069,0002.06.3082.01,0002.06.3082,Yes,No
5070,0002.06.3082.02,0002.06.3082,Yes,No
5071,0002.06.3083.01,0002.06.3083,Yes,No
5072,0002.06.3083.02,0002.06.3083,Yes,No
5073,0002.06.3084.01,0002.06.3084,Yes,No
5074,0002.06.3084.02,0002.06.3084,Yes,No
5075,0002.06.3085.01,0002.06.3085,Yes,No
5076,0002.06.3085.02,0002.06.3085,Yes,No
5077,0002.06.3086,0002.06.3086,Yes,No
5078,0002.06.3087,0002.06.3087,Yes,No
5079,0002.06.3088,0002.06.3088,Yes,No
5080,0002.06.3089,0002.06.3089,Yes,No
5081,0002.06.3090,0002.06.3090,Yes,No
5082,0002.06.3091,0002.06.3091,Yes,No
5083,0002.06.3092,0002.06.3092,Yes,No
5084,0002.06.3093,0002.06.3093,Yes,No
5085,0002.06.3094,0002.06.3094,Yes,No
5086,0002.06.3095,0002.06.3095,Yes,No
5087,0002.06.3096,0002.06.3096,Yes,No
5088,0002.06.3097,0002.06.3097,Yes,No
5089,0002.06.3098,0002.06.3098,Yes,No
5090,0002.06.3099,0002.06.3099,Yes,No
5091,0002.06.3100,0002.06.3100,Yes,No
5092,0002.06.3101,0002.06.3101,Yes,No
5093,0002.06.3102,0002.06.3102,Yes,No
5094,0002.06.3103,0002.06.3103,Yes,No
5095,0002.06.3104,0002.06.3104,Yes,No
5096,0002.06.3105,0002.06.3105,Yes,No
5097,0002.06.3106,0002.06.3106,Yes,No
5098,0002.06.3107,0002.06.3107,Yes,No
5099,0002.06.3108,0002.06.3108,Yes,No
5100,0002.06.3109,0002.06.3109,Yes,No
5101,0002.06.3110,0002.06.3110,Yes,No
5102,0002.06.3111,0002.06.3111,Yes,No
5103,0002.06.3112,0002.06.3112,Yes,No
5104,0002.06.3113,0002.06.3113,Yes,No
5105,0002.06.3114,0002.06.3114,Yes,No
5106,0002.06.3115,0002.06.3115,Yes,No
5107,0002.06.3116,0002.06.3116,Yes,No
5108,0002.06.3117,0002.06.3117,Yes,No
5109,0002.06.3118,0002.06.3118,Yes,No
5110,0002.06.3119,0002.06.3119,Yes,No
5111,0002.06.3120,0002.06.3120,Yes,No
5112,0002.06.3121,0002.06.3121,Yes,No
5113,0002.06.3122.01,0002.06.3122,Yes,No
5114,0002.06.3122.02,0002.06.3122,Yes,No
5115,0002.06.3123.01,0002.06.3123,Yes,No
5116,0002.06.3123.02,0002.06.3123,Yes,No
5117,0002.06.3124.01,0002.06.3124,Yes,No
5118,0002.06.3124.02,0002.06.3124,Yes,No
5119,0002.06.3125.01,0002.06.3125,Yes,No
5120,0002.06.3125.02,0002.06.3125,Yes,No
5121,0002.06.3126.01,0002.06.3126,Yes,No
5122,0002.06.3126.02,0002.06.3126,Yes,No
